event_date,currency,central_rate,cash,bank_transfer,sell_price
20240331,USD,24.003,24.563,24.603,25.023
20240331,JPY,0.0,159.71,159.86,169.41
20240331,CAD,0.0,18.015,18.025,18.725
20240331,CHF,0.0,26.985,27.005,27.955
20240331,CNY,0.0,0.0,3.366,3.506
20240331,DKK,0.0,0.0,3.501,3.671
20240331,EUR,0.0,25.919,26.129,27.419
20240331,GBP,0.0,30.763,30.773,31.943
20240331,HKD,0.0,3.041,3.051,3.246
20240331,AUD,0.0,15.863,15.883,16.483
20240331,KRW,0.0,16.23,16.43,20.23
20240331,NOK,0.0,0.0,2.214,2.334
20240331,NZD,0.0,14.575,14.585,15.165
20240331,SEK,0.0,0.0,2.254,2.389
20240331,SGD,0.0,17.827,17.837,18.637
20240331,THB,0.0,629.04,669.04,697.04
20240331,LAK,0.0,0.0,0.68,1.38
20240330,KRW,0.0,16.23,16.43,20.23
20240330,CHF,0.0,26.994,27.014,27.964
20240330,CNY,0.0,0.0,3.366,3.506
20240330,DKK,0.0,0.0,3.501,3.671
20240330,EUR,0.0,25.925,26.135,27.425
20240330,GBP,0.0,30.766,30.776,31.946
20240330,HKD,0.0,3.041,3.051,3.246
20240330,JPY,0.0,159.77,159.92,169.47
20240330,NZD,0.0,14.575,14.585,15.165
20240330,LAK,0.0,0.0,0.68,1.38
20240330,NOK,0.0,0.0,2.214,2.334
20240330,SEK,0.0,0.0,2.254,2.389
20240330,SGD,0.0,17.827,17.837,18.637
20240330,THB,0.0,629.04,669.04,697.04
20240330,USD,24.003,24.563,24.603,25.023
20240330,AUD,0.0,15.863,15.883,16.483
20240330,CAD,0.0,18.015,18.025,18.725
20240329,CHF,0.0,26.991,27.011,27.961
20240329,CAD,0.0,18.012,18.022,18.722
20240329,NOK,0.0,0.0,2.211,2.331
20240329,CNY,0.0,0.0,3.366,3.506
20240329,USD,24.003,24.563,24.603,25.023
20240329,THB,0.0,629.89,669.89,697.89
20240329,SGD,0.0,17.844,17.854,18.654
20240329,SEK,0.0,0.0,2.246,2.381
20240329,NZD,0.0,14.584,14.594,15.174
20240329,AUD,0.0,15.864,15.884,16.484
20240329,LAK,0.0,0.0,0.68,1.38
20240329,JPY,0.0,159.84,159.99,169.54
20240329,HKD,0.0,3.041,3.051,3.246
20240329,GBP,0.0,30.778,30.788,31.958
20240329,EUR,0.0,25.908,26.118,27.408
20240329,DKK,0.0,0.0,3.499,3.669
20240329,KRW,0.0,16.25,16.45,20.25
20240328,HKD,0.0,3.04,3.05,3.245
20240328,CAD,0.0,18.018,18.028,18.728
20240328,CHF,0.0,27.023,27.043,27.993
20240328,CNY,0.0,0.0,3.362,3.502
20240328,DKK,0.0,0.0,3.503,3.673
20240328,EUR,0.0,25.934,26.144,27.434
20240328,GBP,0.0,30.794,30.804,31.974
20240328,LAK,0.0,0.0,0.68,1.38
20240328,JPY,0.0,159.77,159.92,169.47
20240328,KRW,0.0,16.19,16.39,20.19
20240328,NOK,0.0,0.0,2.208,2.328
20240328,NZD,0.0,14.58,14.59,15.17
20240328,SEK,0.0,0.0,2.247,2.382
20240328,SGD,0.0,17.823,17.833,18.633
20240328,THB,0.0,627.62,667.62,695.62
20240328,USD,24.003,24.555,24.595,25.015
20240328,AUD,0.0,15.86,15.88,16.48
20240327,USD,23.998,24.545,24.585,25.005
20240327,GBP,0.0,30.744,30.754,31.924
20240327,THB,0.0,628.18,668.18,696.18
20240327,CAD,0.0,17.937,17.947,18.647
20240327,CHF,0.0,26.863,26.883,27.833
20240327,CNY,0.0,0.0,3.361,3.501
20240327,DKK,0.0,0.0,3.507,3.677
20240327,EUR,0.0,25.968,26.178,27.468
20240327,AUD,0.0,15.854,15.874,16.474
20240327,HKD,0.0,3.039,3.049,3.244
20240327,KRW,0.0,16.15,16.35,20.15
20240327,LAK,0.0,0.0,0.68,1.38
20240327,NOK,0.0,0.0,2.217,2.337
20240327,NZD,0.0,14.612,14.622,15.202
20240327,SEK,0.0,0.0,2.259,2.394
20240327,SGD,0.0,17.831,17.841,18.641
20240327,JPY,0.0,159.6,159.75,169.3
20240326,KRW,0.0,16.22,16.42,20.22
20240326,USD,23.994,24.52,24.56,24.98
20240326,THB,0.0,628.81,668.81,696.81
20240326,SGD,0.0,17.843,17.853,18.653
20240326,SEK,0.0,0.0,2.266,2.401
20240326,NZD,0.0,14.624,14.634,15.214
20240326,NOK,0.0,0.0,2.226,2.346
20240326,LAK,0.0,0.0,0.69,1.39
20240326,EUR,0.0,25.954,26.164,27.454
20240326,JPY,0.0,159.28,159.43,168.98
20240326,HKD,0.0,3.036,3.046,3.241
20240326,GBP,0.0,30.717,30.727,31.897
20240326,DKK,0.0,0.0,3.506,3.676
20240326,CNY,0.0,0.0,3.362,3.502
20240326,CHF,0.0,26.896,26.916,27.866
20240326,CAD,0.0,17.94,17.95,18.65
20240326,AUD,0.0,15.868,15.888,16.488
20240325,CAD,0.0,17.926,17.936,18.636
20240325,AUD,0.0,15.874,15.894,16.494
20240325,NZD,0.0,14.605,14.615,15.195
20240325,KRW,0.0,16.26,16.46,20.26
20240325,HKD,0.0,3.036,3.046,3.241
20240325,GBP,0.0,30.742,30.752,31.922
20240325,EUR,0.0,25.975,26.185,27.475
20240325,DKK,0.0,0.0,3.508,3.678
20240325,CNY,0.0,0.0,3.364,3.504
20240325,CHF,0.0,27.033,27.053,28.003
20240325,LAK,0.0,0.0,0.68,1.38
20240325,NOK,0.0,0.0,2.232,2.352
20240325,JPY,0.0,159.26,159.41,168.96
20240325,SEK,0.0,0.0,2.268,2.403
20240325,SGD,0.0,17.84,17.85,18.65
