event_date,currency,central_rate,cash,bank_transfer,sell_price
20240531,CAD,0.0,18.335,18.345,19.045
20240531,CHF,0.0,27.632,27.652,28.602
20240531,USD,24.261,25.165,25.165,25.463
20240531,THB,0.0,638.07,678.07,706.07
20240531,SGD,0.0,18.26,18.27,19.07
20240531,SEK,0.0,0.0,2.338,2.473
20240531,NZD,0.0,15.345,15.355,15.935
20240531,NOK,0.0,0.0,2.341,2.461
20240531,LAK,0.0,0.0,0.69,1.39
20240531,KRW,0.0,16.19,16.39,20.19
20240531,AUD,0.0,16.565,16.585,17.185
20240531,HKD,0.0,3.124,3.134,3.329
20240531,GBP,0.0,31.824,31.834,33.004
20240531,EUR,0.0,26.734,26.944,28.234
20240531,DKK,0.0,0.0,3.609,3.779
20240531,CNY,0.0,0.0,3.444,3.584
20240531,JPY,0.0,157.65,157.8,167.35
20240530,CAD,0.0,18.3,18.4,18.95
20240530,KRW,0.0,16.69,17.49,20.29
20240530,AUD,0.0,16.576,16.676,17.126
20240530,THB,0.0,636.63,680.97,704.63
20240530,SGD,0.0,18.367,18.467,19.197
20240530,SEK,0.0,0.0,2.333,2.443
20240530,NZD,0.0,15.292,15.342,15.859
20240530,NOK,0.0,0.0,2.361,2.441
20240530,LAK,0.0,0.0,0.89,1.25
20240530,USD,24.258,25.22,25.22,25.47
20240530,JPY,0.0,158.41,158.41,166.36
20240530,GBP,0.0,31.931,31.981,32.941
20240530,EUR,0.0,27.023,27.058,28.318
20240530,DKK,0.0,0.0,3.635,3.765
20240530,CNY,0.0,0.0,3.472,3.582
20240530,CHF,0.0,27.416,27.521,28.321
20240530,HKD,0.0,3.182,3.197,3.332
20240529,KRW,0.0,16.83,17.63,20.43
20240529,THB,0.0,641.22,685.56,709.22
20240529,SGD,0.0,18.408,18.508,19.238
20240529,SEK,0.0,0.0,2.354,2.464
20240529,NZD,0.0,15.371,15.421,15.938
20240529,NOK,0.0,0.0,2.379,2.459
20240529,LAK,0.0,0.0,0.89,1.25
20240529,EUR,0.0,27.146,27.181,28.441
20240529,JPY,0.0,158.38,158.38,166.33
20240529,HKD,0.0,3.183,3.198,3.333
20240529,GBP,0.0,32.071,32.121,33.081
20240529,DKK,0.0,0.0,3.651,3.781
20240529,CNY,0.0,0.0,3.473,3.583
20240529,CHF,0.0,27.432,27.537,28.337
20240529,CAD,0.0,18.391,18.491,19.041
20240529,USD,24.253,25.22,25.22,25.465
20240529,AUD,0.0,16.662,16.762,17.212
20240528,CHF,0.0,27.413,27.433,28.383
20240528,LAK,0.0,0.0,0.69,1.39
20240528,AUD,0.0,16.627,16.647,17.247
20240528,USD,24.256,25.17,25.17,25.468
20240528,THB,0.0,643.12,683.12,711.12
20240528,SGD,0.0,18.324,18.334,19.134
20240528,SEK,0.0,0.0,2.338,2.473
20240528,NZD,0.0,15.392,15.402,15.982
20240528,NOK,0.0,0.0,2.348,2.468
20240528,CAD,0.0,18.35,18.36,19.06
20240528,KRW,0.0,16.5,16.7,20.5
20240528,HKD,0.0,3.128,3.138,3.333
20240528,GBP,0.0,31.943,31.953,33.123
20240528,EUR,0.0,26.809,27.019,28.309
20240528,DKK,0.0,0.0,3.618,3.788
20240528,JPY,0.0,157.96,158.11,167.66
20240528,CNY,0.0,0.0,3.443,3.583
20240527,KRW,0.0,16.49,16.69,20.49
20240527,CNY,0.0,0.0,3.443,3.583
20240527,DKK,0.0,0.0,3.615,3.785
20240527,EUR,0.0,26.783,26.993,28.283
20240527,GBP,0.0,31.946,31.956,33.126
20240527,HKD,0.0,3.13,3.14,3.335
20240527,JPY,0.0,158.01,158.16,167.71
20240527,NZD,0.0,15.397,15.407,15.987
20240527,LAK,0.0,0.0,0.69,1.39
20240527,NOK,0.0,0.0,2.345,2.465
20240527,SEK,0.0,0.0,2.323,2.458
20240527,SGD,0.0,18.311,18.321,19.121
20240527,THB,0.0,642.74,682.74,710.74
20240527,USD,24.268,25.17,25.17,25.481
20240527,CAD,0.0,18.36,18.37,19.07
20240527,AUD,0.0,16.623,16.643,17.243
20240527,CHF,0.0,27.341,27.361,28.311
20240525,AUD,0.0,16.56,16.58,17.18
20240525,DKK,0.0,0.0,3.612,3.782
20240525,CAD,0.0,18.329,18.339,19.039
20240525,CHF,0.0,27.313,27.333,28.283
20240525,CNY,0.0,0.0,3.446,3.586
20240525,EUR,0.0,26.764,26.974,28.264
20240525,GBP,0.0,31.89,31.9,33.07
20240525,HKD,0.0,3.13,3.14,3.335
20240525,JPY,0.0,158.01,158.16,167.71
20240525,LAK,0.0,0.0,0.69,1.39
20240525,NOK,0.0,0.0,2.326,2.446
20240525,NZD,0.0,15.331,15.341,15.921
20240525,SEK,0.0,0.0,2.312,2.447
20240525,SGD,0.0,18.305,18.315,19.115
20240525,THB,0.0,641.87,681.87,709.87
20240525,USD,24.264,25.187,25.187,25.477
20240525,KRW,0.0,16.43,16.63,20.43
20240524,CAD,0.0,18.343,18.353,19.053
20240524,AUD,0.0,16.581,16.601,17.201
20240524,NZD,0.0,15.341,15.351,15.931
20240524,JPY,0.0,158.17,158.32,167.87
20240524,USD,24.264,25.187,25.187,25.477
20240524,THB,0.0,641.97,681.97,709.97
20240524,SGD,0.0,18.316,18.326,19.126
20240524,SEK,0.0,0.0,2.318,2.453
20240524,NOK,0.0,0.0,2.33,2.45
20240524,LAK,0.0,0.0,0.69,1.39
20240524,KRW,0.0,16.46,16.66,20.46
20240524,HKD,0.0,3.13,3.14,3.335
20240524,GBP,0.0,31.91,31.92,33.09
20240524,EUR,0.0,26.792,27.002,28.292
20240524,DKK,0.0,0.0,3.616,3.786
20240524,CNY,0.0,0.0,3.446,3.586
20240524,CHF,0.0,27.358,27.378,28.328
20240523,GBP,0.0,32.01,32.06,33.02
