event_date,currency,central_rate,cash,bank_transfer,sell_price
20240430,USD,24.246,25.06,25.06,25.458
20240430,JPY,0.0,156.64,156.79,166.34
20240430,CAD,0.0,18.112,18.122,18.822
20240430,AUD,0.0,16.113,16.133,16.733
20240430,CHF,0.0,27.076,27.096,28.046
20240430,CNY,0.0,0.0,3.429,3.569
20240430,EUR,0.0,26.199,26.409,27.699
20240430,GBP,0.0,31.129,31.139,32.309
20240430,HKD,0.0,3.11,3.12,3.315
20240430,DKK,0.0,0.0,3.538,3.708
20240430,KRW,0.0,16.09,16.29,20.09
20240430,LAK,0.0,0.0,0.69,1.39
20240430,NOK,0.0,0.0,2.207,2.327
20240430,NZD,0.0,14.705,14.715,15.295
20240430,SEK,0.0,0.0,2.228,2.363
20240430,SGD,0.0,18.016,18.026,18.826
20240430,THB,0.0,628.83,668.83,696.83
20240429,KRW,0.0,16.24,16.44,20.24
20240429,CAD,0.0,18.26,18.27,18.97
20240429,CHF,0.0,27.323,27.343,28.293
20240429,CNY,0.0,0.0,3.434,3.574
20240429,DKK,0.0,0.0,3.554,3.724
20240429,EUR,0.0,26.315,26.525,27.815
20240429,GBP,0.0,31.282,31.292,32.462
20240429,HKD,0.0,3.108,3.118,3.313
20240429,JPY,0.0,157.76,157.91,167.46
20240429,AUD,0.0,16.327,16.347,16.947
20240429,LAK,0.0,0.0,0.69,1.39
20240429,NZD,0.0,14.888,14.898,15.478
20240429,SEK,0.0,0.0,2.245,2.38
20240429,SGD,0.0,18.085,18.095,18.895
20240429,THB,0.0,632.14,672.14,700.14
20240429,USD,24.246,25.06,25.06,25.458
20240429,NOK,0.0,0.0,2.227,2.347
20240427,JPY,0.0,155.83,155.98,165.53
20240427,CHF,0.0,27.195,27.215,28.165
20240427,CNY,0.0,0.0,3.427,3.567
20240427,DKK,0.0,0.0,3.544,3.714
20240427,EUR,0.0,26.239,26.449,27.739
20240427,GBP,0.0,31.092,31.102,32.272
20240427,HKD,0.0,3.107,3.117,3.312
20240427,CAD,0.0,18.226,18.236,18.936
20240427,KRW,0.0,16.19,16.39,20.19
20240427,LAK,0.0,0.0,0.69,1.39
20240427,NOK,0.0,0.0,2.215,2.335
20240427,SEK,0.0,0.0,2.245,2.38
20240427,SGD,0.0,18.035,18.045,18.845
20240427,THB,0.0,632.42,672.42,700.42
20240427,USD,24.246,25.06,25.06,25.458
20240427,NZD,0.0,14.779,14.789,15.369
